15:56:31	1.074961	26.183876	2.1356738	34.029068	1.1400456	42.416473	3.3434012	25.150803	1.7622284	41.895737
15:56:31	2.7039247	21.645939	3.7970765	40.8031	2.329295	37.96089	3.2330415	43.68088	3.7706113	44.214355
15:56:31	2.237538	41.435482	3.5372803	26.630978	2.9741406	25.900969	2.152842	34.061794	3.5499005	38.337936
15:56:32	2.7764637	28.291943	2.5261989	26.226412	2.5491126	23.218956	3.7783604	45.971657	3.2339559	42.54779
15:56:32	2.1250918	39.05992	1.2884033	40.8796	2.8557048	45.790726	1.0951444	43.024017	1.9295124	43.459015
15:56:32	1.2404785	41.740616	3.11973	46.980186	3.2245567	46.36514	3.4038706	23.122377	3.4658246	24.856762
15:56:32	2.2507339	29.698803	1.5228376	48.978996	3.23263	32.941425	2.6079593	32.616035	1.1496172	42.871307
15:56:32	1.7919801	40.7754	2.4662795	44.746346	3.4037423	42.592384	1.4791889	28.245564	1.0247622	42.257896
15:56:32	1.222	49.006683	3.2733846	31.026012	2.224103	47.705368	1.9968302	47.93655	3.9708273	42.05439
15:56:32	3.419529	23.434896	3.3419473	40.92061	3.963727	25.636562	1.764404	31.261276	2.7122626	29.272385
15:56:32	2.344276	24.803003	2.9016986	28.02666	2.4093497	21.407963	3.7224655	41.101334	3.780116	29.000565
15:56:32	1.0596459	21.673136	3.4978762	37.0896	1.456463	43.47164	3.6828723	38.092556	2.2840626	25.124384
15:56:32	1.43942	32.372215	1.8881872	27.935448	2.2750492	47.993706	2.258566	39.096645	2.464834	26.579357
15:56:33	1.9084167	37.25708	3.8738904	20.754482	1.1153511	38.96739	3.9015548	33.624428	2.8250794	30.549986
15:56:33	1.0641198	33.797447	3.4545674	24.920547	2.6015425	25.352255	3.5112395	32.492508	3.0856647	24.990131
15:56:33	3.5439525	38.1279	3.851183	35.430954	3.6963446	49.312683	3.74663	44.135933	3.3570065	30.220863
15:56:33	1.1951954	21.276907	2.2924147	43.6289	2.4277954	45.955612	1.7408972	38.065605	2.3318849	46.22817
15:56:33	1.1162596	37.2331	1.1045027	47.357056	1.3760705	38.229126	1.5773498	41.127666	3.051071	41.64291
15:56:33	2.223059	22.126831	1.1543297	38.15597	3.89977	22.5293	3.889546	43.336926	2.1666117	46.94495
15:56:33	1.4768274	42.068905	3.053252	36.92221	2.9014754	23.570335	1.0315818	23.783722	1.910608	42.228542
15:56:33	3.9228914	34.10273	1.5065566	38.2986	3.9004533	27.197495	3.7091181	39.712154	3.9966526	27.140202
15:56:33	3.092616	46.947414	2.5035899	42.59884	3.5722795	24.460659	3.5841975	22.34204	2.546073	29.222721
15:56:33	2.9158196	29.347805	2.9787648	26.289284	3.17818	22.382479	2.8628109	32.6101	3.70048	37.075684
15:56:34	2.9327836	20.257647	2.9167595	37.586395	2.4771206	49.90548	1.7758061	26.734735	2.187902	46.69136
15:56:34	3.496252	32.874004	1.7233675	20.097345	1.4508345	36.544693	3.9687042	21.432245	2.7849076	42.037773
15:56:34	2.1679409	47.002003	3.4134624	29.010332	3.5316446	34.129898	3.2850146	35.55314	2.541153	34.10472
15:56:34	2.3903189	37.260757	3.1176777	38.277397	2.5566907	40.305927	3.844823	37.18921	3.7293859	31.079933
15:56:34	3.0893888	33.78333	2.9456134	23.766983	2.66379	45.69371	2.85255	42.961983	1.0728912	43.75935
15:56:34	2.8746116	28.07632	3.7212903	36.70717	2.9595408	23.634863	3.9533665	24.250946	3.9263685	24.723248
15:56:34	2.169902	37.659668	2.835042	31.850945	1.6368397	41.70092	3.399699	38.124176	1.6034532	25.815771
15:56:34	1.3716092	49.33819	3.1115274	24.062658	2.2798176	47.46376	1.4195085	31.189177	2.793807	44.45359
15:56:34	3.8503854	45.18395	3.6278331	23.09376	2.220045	47.780544	1.1054659	22.210537	3.332585	48.86467
15:56:34	1.3426418	43.677025	3.8442526	46.92554	1.9198554	25.564596	3.1917288	40.663284	3.175188	41.49071
15:56:35	3.572105	39.1592	2.961575	37.99962	1.2322353	47.66156	3.1648736	45.585617	1.0293708	29.294855
15:56:35	2.5121908	37.391857	3.367817	42.620808	1.3574458	21.802975	2.825303	24.364798	2.6542509	30.07584
15:56:35	3.5781426	23.663841	2.143744	32.072964	3.4651456	25.394875	3.502534	47.42771	2.8311446	30.288559
15:56:35	3.7168427	24.514847	2.4057112	40.57567	3.2964377	33.412754	2.4018574	36.24867	1.293041	43.880753
15:56:35	1.297963	45.578537	2.6300898	20.449743	2.0064416	31.977041	3.2780056	46.223778	3.883352	21.82427
15:56:35	2.31326	30.66875	3.1294231	37.726807	2.2571921	41.941963	1.8737636	38.679	3.4976382	39.127953
15:56:35	2.0951939	20.861048	2.5439038	28.493649	2.440658	48.286884	1.1189023	43.36184	1.7836077	49.77855
15:56:35	3.983953	44.818188	1.9871334	38.553375	1.4560374	46.602547	3.2548792	35.20871	3.4669256	21.767172
15:56:35	2.112431	26.198263	2.246472	42.493774	1.019496	45.933052	3.039928	38.72786	2.0149121	28.084126
15:56:35	3.12612	24.001564	3.315744	23.16798	3.226083	21.348755	3.915422	41.971214	3.2742484	44.310497
15:56:36	2.8714573	31.287697	1.4462864	23.8636	2.9179306	28.498247	2.9461668	23.821796	3.2328804	23.263966
15:56:36	2.0229895	40.390816	2.932152	31.766338	3.9584086	30.890652	1.6096561	44.03102	1.1546926	32.512684
15:56:36	3.5880141	31.081444	2.094534	41.923187	3.1831365	30.517553	2.83148	30.679607	3.5495756	20.705395
15:56:36	2.7013738	25.262432	2.7229543	49.046043	2.4511168	35.64326	1.8360076	43.431423	2.653843	38.415283
15:56:36	2.4143233	42.924095	2.7661235	24.047005	3.039848	31.701828	2.7316744	46.782703	3.8936396	44.293926
15:56:36	2.342883	27.970503	3.3874369	38.102306	3.9243078	32.28536	1.7499774	32.47181	2.8659568	40.866173
15:56:36	2.5289383	35.036964	2.2626834	42.74712	3.7360005	46.86334	3.500406	34.33172	3.8562717	22.86661
